fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,is_red,quality
6.1,0.36,0.3,1.1,0.05,24.0,169.0,0.9927,3.15,0.8,9.5,0.0,5.321688870164713
7.1,0.36,0.6,1.3,0.046,25.0,102.0,0.9923,3.24,0.3,10.5,0.0,5.348300477776242
6.2,0.34,0.2,12.1,0.059,33.0,171.0,0.9977,3.14,0.6,8.7,0.0,5.1490131421097916
5.4,0.41,0.2,1.6,0.039,27.0,88.0,0.9926,3.54,0.4,10.0,0.0,5.848311796955641
7.6,0.19,0.4,1.5,0.044,6.0,114.0,0.9914,3.04,0.7,12.8,0.0,5.852690810584775
6.7,0.31,0.4,6.4,0.057,25.0,148.0,0.9955,3.16,0.4,9.6,0.0,5.292870712138881
6.9,0.17,0.2,4.6,0.064,55.0,152.0,0.9952,3.29,0.4,9.3,0.0,5.643987583977649
7.1,0.34,0.3,2.0,0.051,29.0,130.0,0.9935,3.3,0.5,10.4,0.0,5.695918937464461
7.5,0.33,0.3,11.1,0.036,25.0,119.0,0.9962,3.15,0.3,10.5,0.0,5.604860693745383
11.3,0.34,0.4,2.0,0.082,6.0,15.0,0.9988,2.94,0.7,9.2,1.0,5.874793761965114
6.4,0.56,0.2,1.8,0.078,17.0,65.0,0.9929,3.33,0.6,10.5,1.0,5.3371951110242595
7.0,0.27,0.7,1.5,0.036,27.0,122.0,0.9926,3.35,0.5,11.2,0.0,5.753798618988423
11.5,0.18,0.5,4.0,0.104,4.0,23.0,0.9996,3.28,1.0,10.1,1.0,5.9919988965837305
6.9,0.38,0.3,13.6,0.048,52.0,189.0,0.9978,3.0,0.6,9.5,0.0,5.235985456421657
7.3,0.22,0.4,14.3,0.063,48.0,191.0,0.9978,2.89,0.4,9.0,0.0,5.645722777080246
6.2,0.23,0.4,17.2,0.039,37.0,130.0,0.9995,3.23,0.4,8.8,0.0,5.509416597922782
7.4,0.25,0.4,2.6,0.05,24.0,132.0,0.9914,3.04,0.5,11.2,0.0,5.851347499814083
8.6,0.23,0.4,4.2,0.035,17.0,109.0,0.9947,3.14,0.5,9.7,0.0,5.3760288913423295
7.0,0.27,0.4,20.7,0.045,45.0,170.0,1.001,3.0,0.4,8.8,0.0,5.300290072341928
9.0,0.31,0.5,6.9,0.034,26.0,91.0,0.9937,2.99,0.3,11.5,0.0,5.658997227128585
6.0,0.54,0.1,1.8,0.009,38.0,89.0,0.9924,3.3,0.5,8.0,0.0,5.133718359065101
5.8,0.38,0.3,1.1,0.009,20.0,140.0,0.9927,3.26,0.5,8.0,0.0,5.083154586620376
7.8,0.26,0.4,1.3,0.037,43.0,132.0,0.9944,3.18,0.6,10.0,0.0,5.801528688714363
7.7,0.26,0.3,1.3,0.043,47.0,155.0,0.9937,3.42,0.5,10.1,0.0,5.904731059125418
7.0,0.23,0.3,1.8,0.048,25.0,113.0,0.9915,3.11,0.5,11.1,0.0,5.965191608133417
5.7,0.27,0.2,9.0,0.053,32.0,111.0,0.9947,3.36,0.4,10.4,0.0,5.77266721583197
6.9,0.76,0.2,2.4,0.243,5.5,48.0,0.9961,3.4,0.6,10.3,1.0,5.157264182540315
6.2,0.24,0.3,12.2,0.049,54.0,133.0,0.9952,3.19,0.4,10.7,0.0,5.95993155282118
8.2,0.2,0.4,8.1,0.035,60.0,163.0,0.9952,3.05,0.3,10.3,0.0,5.832160921447248
6.4,0.33,0.3,5.5,0.048,42.0,173.0,0.9951,3.19,0.7,9.3,0.0,5.384517244165643
6.4,0.24,0.2,20.2,0.083,35.0,157.0,0.9998,3.17,0.5,9.1,0.0,5.164584129296085
5.5,0.42,0.1,1.6,0.019,18.0,68.0,0.9906,3.33,0.5,11.4,0.0,5.996833339601737
6.0,0.22,0.2,11.1,0.056,112.0,177.0,0.9961,3.08,0.4,9.4,0.0,5.593364342916209
7.1,0.22,0.3,16.9,0.056,49.0,158.0,0.9998,3.37,0.4,9.6,0.0,5.440948213719251
9.3,0.5,0.4,1.8,0.084,6.0,17.0,0.997,3.27,0.8,10.8,1.0,5.959423159263875
6.3,0.21,0.3,1.5,0.051,46.0,142.0,0.9928,3.23,0.4,10.1,0.0,5.703016506506709
8.1,0.2,0.4,2.0,0.037,19.0,87.0,0.9921,3.12,0.5,11.2,0.0,5.931554638125376
7.9,0.22,0.5,3.8,0.042,26.0,105.0,0.993,3.1,0.4,10.5,0.0,5.928904994772092
6.4,0.21,0.5,11.6,0.042,45.0,153.0,0.9972,3.15,0.4,8.8,0.0,5.52125788356089
8.8,0.33,0.4,2.1,0.034,19.0,125.0,0.9917,2.96,1.0,12.7,0.0,5.888720847617932
7.3,0.26,0.3,17.9,0.049,41.5,195.0,1.0,3.06,0.4,9.1,0.0,5.653416781180572
7.6,0.18,0.3,7.1,0.041,29.0,110.0,0.9965,3.2,0.4,9.2,0.0,5.711838204092738
6.1,0.08,0.0,0.6,0.063,36.0,6.0,0.9914,3.27,0.7,8.0,0.0,5.810880530330746
6.0,0.41,0.2,6.7,0.043,43.0,153.0,0.9931,2.72,0.5,9.4,0.0,5.119983967968502
7.6,0.29,0.3,4.4,0.051,26.0,146.0,0.9939,3.16,0.4,10.2,0.0,5.453333883818897
7.2,0.38,0.3,1.8,0.073,31.0,70.0,0.9969,3.42,0.6,9.5,1.0,5.261656825083077
6.7,0.48,0.2,0.6,0.044,28.0,99.0,0.9923,3.14,0.2,9.8,0.0,5.23991529822342
6.6,0.19,0.3,1.8,0.035,42.0,148.0,0.992,3.15,0.4,10.2,0.0,5.7025016486843
6.2,0.34,0.2,12.1,0.059,33.0,171.0,0.9977,3.14,0.6,8.7,0.0,5.1490131421097916
12.0,0.38,0.6,2.1,0.093,6.0,24.0,0.9992,3.14,0.7,10.9,1.0,5.916402633291958
8.2,0.23,0.4,1.3,0.042,39.0,117.0,0.9928,2.99,0.4,10.0,0.0,5.455453621947853
6.8,0.24,0.3,18.3,0.046,40.0,142.0,1.0,3.3,0.4,8.7,0.0,5.316450172006513
7.4,0.34,0.3,14.9,0.037,70.0,169.0,0.997,3.25,0.4,10.4,0.0,5.68885949800403
3.8,0.29,0.3,1.0,0.009,1.0,140.0,0.9914,3.1,0.4,9.0,0.0,5.16168239500605
6.0,0.19,0.3,12.4,0.048,50.0,147.0,0.9972,3.3,0.4,8.9,0.0,5.491225991096437
6.0,0.28,0.3,1.6,0.119,33.0,104.0,0.9921,3.19,0.4,10.2,0.0,5.71005720048451
7.5,0.51,0.0,1.7,0.084,13.0,31.0,0.9954,3.36,0.5,10.5,1.0,5.5326233579600075
6.6,0.35,0.3,14.4,0.044,54.0,177.0,0.9991,3.17,0.6,8.9,0.0,5.140346583024689
3.8,0.19,0.3,0.6,0.031,12.0,76.0,0.9905,3.25,0.4,10.9,0.0,5.679096768097234
3.8,0.08,0.2,0.6,0.009,37.0,6.0,0.9928,3.23,0.2,9.4,0.0,5.817565623676291
8.3,0.18,0.3,1.1,0.033,20.0,57.0,0.9911,3.02,0.5,11.0,0.0,5.964587492964491
7.3,0.39,0.3,2.4,0.074,9.0,46.0,0.9962,3.41,0.5,9.4,1.0,5.014315431303449
6.3,0.23,0.2,5.1,0.035,29.0,142.0,0.9942,3.36,0.3,10.1,0.0,5.758562680822934
9.4,0.23,0.6,16.5,0.063,52.5,282.0,1.001,3.1,0.5,9.3,1.0,5.259218367517919
3.8,0.08,0.0,0.6,0.009,20.0,102.0,0.9967,2.72,0.2,9.0,0.0,5.067031166710406
7.0,0.23,0.3,7.2,0.041,21.0,90.0,0.9951,3.22,0.6,9.5,0.0,5.673637207247173
6.5,0.61,0.0,2.2,0.095,48.0,59.0,0.9954,3.61,0.7,11.5,1.0,5.965419588267301
7.4,0.58,0.0,2.0,0.064,7.0,11.0,0.9956,3.45,0.6,11.3,1.0,5.4076275419792985
6.1,0.21,0.2,1.4,0.046,51.0,131.0,0.9918,3.22,0.4,10.5,0.0,5.8143384513287115
8.0,0.3,0.3,5.7,0.044,31.0,124.0,0.9948,3.16,0.5,10.2,0.0,5.522809464491788
6.3,0.28,0.5,8.3,0.056,51.0,206.0,0.9956,2.72,0.5,9.6,0.0,5.137224221126653
6.7,0.46,0.2,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,1.0,5.488457672695656
9.2,0.25,0.3,1.2,0.026,31.0,93.0,0.9916,2.93,0.4,11.3,0.0,5.633373097709834
7.3,0.67,0.0,2.2,0.072,31.0,92.0,0.9957,3.32,0.7,11.1,1.0,5.478164516746324
5.9,0.08,0.2,1.0,0.036,38.0,113.0,0.9928,3.58,0.5,8.0,0.0,5.485074465219339
6.3,0.27,0.5,11.8,0.037,61.0,212.0,0.9971,3.25,0.5,9.5,0.0,5.477294246644929
9.0,0.2,0.3,3.5,0.049,10.0,40.0,0.9944,3.14,0.4,9.8,0.0,5.221034679418411
6.3,0.24,0.7,1.4,0.172,24.0,108.0,0.9932,3.27,0.4,9.9,0.0,5.731279961300615
8.0,0.23,0.4,1.1,0.048,35.0,150.0,0.9917,3.09,0.5,11.2,0.0,5.972930147791865
6.4,0.37,0.4,4.8,0.041,39.5,216.5,0.9943,3.1,0.5,9.8,0.0,5.214116143095062
7.3,0.21,0.3,10.9,0.037,18.0,112.0,0.997,3.4,0.5,9.6,0.0,5.9137189581459415
8.3,0.76,0.3,4.2,0.075,12.0,16.0,0.9965,3.45,0.7,11.5,1.0,5.761508955143532
6.3,0.31,0.3,2.2,0.045,20.0,77.0,0.9927,3.3,0.4,10.2,0.0,5.480188877793489
6.4,0.16,0.4,1.5,0.037,27.0,109.0,0.9934,3.38,0.5,9.8,0.0,5.927702243633329
6.5,0.35,0.3,12.4,0.051,86.0,213.0,0.9962,3.16,0.5,9.9,0.0,5.627392908965701
7.7,0.34,0.3,8.8,0.063,39.0,184.0,0.9969,3.09,0.6,9.2,0.0,5.22227718073528
6.2,0.23,0.3,0.7,0.051,24.0,111.0,0.9916,3.37,0.4,11.0,0.0,5.969923073669846
7.6,0.29,0.4,1.3,0.035,18.0,86.0,0.9908,2.99,0.4,11.3,0.0,5.755619031118546
10.9,0.53,0.5,4.6,0.118,10.0,17.0,1.0002,3.07,0.6,11.7,1.0,5.772008586688061
6.1,0.17,0.3,1.5,0.056,45.0,135.0,0.9924,3.2,0.4,10.2,0.0,5.859712158813626
7.1,0.6,0.0,2.3,0.079,24.0,37.0,0.9951,3.4,0.6,10.9,1.0,5.789987383794257
7.0,0.34,0.3,1.8,0.045,44.0,142.0,0.9914,2.99,0.4,10.8,0.0,5.707100876327823
7.8,0.96,0.6,65.8,0.074,8.0,160.0,1.039,3.39,0.7,11.7,0.0,5.737807784218471
6.4,0.31,0.1,1.4,0.066,15.0,28.0,0.9946,3.42,0.7,10.0,1.0,5.868038665911535
6.8,0.32,0.2,2.2,0.044,15.0,68.0,0.9932,3.17,0.4,9.4,0.0,5.083703319575474
7.1,0.75,0.0,2.2,0.059,11.0,18.0,0.9924,3.39,0.4,12.8,1.0,5.486581935100668
7.3,0.19,0.7,1.5,0.05,31.0,156.0,0.9946,3.32,0.6,9.4,0.0,5.436895538246012
7.2,0.34,0.2,2.5,0.075,41.0,68.0,0.9959,3.37,0.5,10.1,1.0,5.540105913123674
6.2,0.3,0.2,6.6,0.045,42.0,170.0,0.9944,3.36,0.4,10.4,0.0,5.76140071050599
6.4,0.69,0.0,1.6,0.055,7.0,12.0,0.9916,3.47,0.5,12.9,1.0,5.9411380463283345
7.3,0.28,0.4,1.2,0.039,26.0,99.0,0.992,3.01,0.6,10.8,0.0,5.6728147031404115
7.2,0.24,0.4,1.4,0.045,31.0,106.0,0.9914,2.88,0.4,10.8,0.0,5.791308220306461
8.6,0.33,0.3,11.8,0.059,42.0,240.0,0.9988,3.17,0.5,10.0,0.0,5.435740030482371
6.0,0.37,0.3,1.0,0.053,31.0,218.5,0.9924,3.29,0.7,9.8,0.0,5.316292324494968
6.4,0.16,0.4,1.5,0.037,27.0,109.0,0.9934,3.38,0.5,9.8,0.0,5.927702243633329
6.0,0.4,0.3,1.6,0.047,30.0,117.0,0.9931,3.17,0.5,10.1,0.0,5.270166949941604
7.5,0.51,0.0,1.7,0.084,13.0,31.0,0.9954,3.36,0.5,10.5,1.0,5.5326233579600075
7.1,0.2,0.3,16.0,0.05,51.0,166.0,0.9985,3.21,0.6,9.2,0.0,5.848825843453065
6.0,0.17,0.2,0.6,0.05,26.0,134.0,0.9939,3.08,0.2,9.8,0.0,5.123259500991947
9.8,0.66,0.4,3.2,0.083,21.0,59.0,0.9989,3.37,0.7,11.5,1.0,5.813607624305938
7.8,0.31,0.4,1.6,0.027,20.0,87.0,0.9911,3.15,0.5,11.9,0.0,5.982947944541908
6.8,0.27,0.1,1.3,0.04,87.0,168.0,0.992,3.18,0.4,10.0,0.0,5.460308673731994
8.6,0.26,0.4,1.2,0.034,15.0,80.0,0.9913,2.95,0.4,11.4,0.0,5.382886650100809
8.3,0.14,0.4,1.5,0.039,18.0,98.0,0.9922,3.02,0.6,11.0,0.0,5.996876865772821
10.1,0.37,0.3,2.4,0.085,5.0,17.0,0.9968,3.17,0.6,10.6,1.0,5.721640314962123
7.3,0.39,0.3,0.6,0.074,15.0,55.0,0.9871,3.46,0.2,10.2,0.0,5.677684528899421
9.3,0.5,0.4,1.8,0.084,6.0,17.0,0.997,3.27,0.8,10.8,1.0,5.959423159263875
7.0,0.29,0.4,4.9,0.034,26.0,127.0,0.9928,3.17,0.4,10.8,0.0,5.976634307505587
6.8,0.26,0.3,1.5,0.047,44.0,167.0,0.9928,3.12,0.4,10.5,0.0,5.579145996038663
7.4,0.2,0.4,17.0,0.048,43.0,190.0,0.9995,3.03,0.4,9.2,0.0,5.8674551112436335
5.9,0.4,0.1,2.4,0.056,14.0,28.0,0.9936,3.62,0.7,12.4,1.0,5.875474992336361
7.0,0.27,0.7,1.5,0.036,27.0,122.0,0.9926,3.35,0.5,11.2,0.0,5.753798618988423
7.0,0.34,0.3,1.8,0.045,44.0,142.0,0.9914,2.99,0.4,10.8,0.0,5.707100876327823
7.3,0.31,0.2,6.7,0.032,30.0,138.0,0.9924,2.9,0.4,11.1,0.0,5.802738021144854
6.8,0.18,0.2,5.4,0.053,34.0,104.0,0.9944,3.3,0.4,9.4,0.0,5.8165954202247265
6.1,0.55,0.2,9.8,0.031,19.0,125.0,0.9957,3.36,0.5,10.2,0.0,5.720093324910216
9.2,0.67,0.1,3.0,0.091,12.0,48.0,0.9989,3.31,0.5,9.5,1.0,5.051214586035749
6.8,0.08,0.0,1.6,0.04,14.0,61.0,0.9898,3.2,0.2,12.0,0.0,5.963762522787363
9.7,0.24,0.4,1.2,0.033,11.0,59.0,0.9926,2.74,0.5,10.8,0.0,5.446028468937423
6.8,0.23,0.4,7.4,0.044,56.0,189.0,0.9958,3.22,0.5,9.3,0.0,5.461164933125722
5.6,0.19,0.5,1.1,0.03,28.0,117.0,0.9918,3.55,0.4,10.3,0.0,5.671237103239025
6.5,0.34,0.3,1.8,0.041,43.0,188.0,0.9928,3.13,0.4,9.6,0.0,5.259090387485119
7.1,0.18,0.7,15.6,0.044,44.0,176.0,0.9996,3.38,0.7,9.0,0.0,5.636408679990111
3.8,0.41,0.0,2.3,0.009,24.0,90.0,0.9908,3.2,0.4,8.0,0.0,5.095666613197293
5.9,0.17,0.3,0.7,0.027,5.0,28.0,0.9898,3.13,0.3,10.6,1.0,5.49408628857489
6.7,0.15,0.3,7.9,0.034,17.0,81.0,0.9951,3.29,0.3,10.0,0.0,5.821882995615437
8.1,0.28,0.4,6.9,0.05,30.0,97.0,0.9951,3.26,0.4,10.1,0.0,5.8598869595441165
6.1,0.36,0.3,1.1,0.05,24.0,169.0,0.9927,3.15,0.8,9.5,0.0,5.321688870164713
7.1,0.36,0.6,1.3,0.046,25.0,102.0,0.9923,3.24,0.3,10.5,0.0,5.348300477776242
6.2,0.34,0.2,12.1,0.059,33.0,171.0,0.9977,3.14,0.6,8.7,0.0,5.1490131421097916
5.4,0.41,0.2,1.6,0.039,27.0,88.0,0.9926,3.54,0.4,10.0,0.0,5.848311796955641
7.6,0.19,0.4,1.5,0.044,6.0,114.0,0.9914,3.04,0.7,12.8,0.0,5.852690810584775
6.7,0.31,0.4,6.4,0.057,25.0,148.0,0.9955,3.16,0.4,9.6,0.0,5.292870712138881
5.8,0.23,0.2,0.6,0.05,1.0,152.0,0.9961,2.72,0.4,8.0,0.0,5.396779770129542
7.1,0.34,0.3,2.0,0.051,29.0,130.0,0.9935,3.3,0.5,10.4,0.0,5.695918937464461
7.5,0.33,0.3,11.1,0.036,25.0,119.0,0.9962,3.15,0.3,10.5,0.0,5.604860693745383
11.3,0.34,0.4,2.0,0.082,6.0,15.0,0.9988,2.94,0.7,9.2,1.0,5.874793761965114
6.4,0.56,0.2,1.8,0.078,17.0,65.0,0.9929,3.33,0.6,10.5,1.0,5.3371951110242595
7.0,0.27,0.7,1.5,0.036,27.0,122.0,0.9926,3.35,0.5,11.2,0.0,5.753798618988423
11.5,0.18,0.5,4.0,0.104,4.0,23.0,0.9996,3.28,1.0,10.1,1.0,5.9919988965837305
6.9,0.38,0.3,13.6,0.048,52.0,189.0,0.9978,3.0,0.6,9.5,0.0,5.235985456421657
7.3,0.22,0.4,14.3,0.063,48.0,191.0,0.9978,2.89,0.4,9.0,0.0,5.645722777080246
6.2,0.23,0.4,17.2,0.039,37.0,130.0,0.9995,3.23,0.4,8.8,0.0,5.509416597922782
7.4,0.25,0.4,2.6,0.05,24.0,132.0,0.9914,3.04,0.5,11.2,0.0,5.851347499814083
8.6,0.23,0.4,4.2,0.035,17.0,109.0,0.9947,3.14,0.5,9.7,0.0,5.3760288913423295
7.0,0.27,0.4,20.7,0.045,45.0,170.0,1.001,3.0,0.4,8.8,0.0,5.300290072341928
9.0,0.31,0.5,6.9,0.034,26.0,91.0,0.9937,2.99,0.3,11.5,0.0,5.658997227128585
6.0,0.54,0.1,1.8,0.05,38.0,89.0,0.9924,3.3,0.5,10.6,0.0,5.487054202176089
5.8,0.38,0.3,1.1,0.058,20.0,140.0,0.9927,3.27,0.4,9.7,0.0,5.43558073523753
7.8,0.26,0.4,1.3,0.037,43.0,132.0,0.9944,3.18,0.6,10.0,0.0,5.801528688714363
7.7,0.26,0.3,1.3,0.043,47.0,155.0,0.9937,3.42,0.5,10.1,0.0,5.904731059125418
7.0,0.23,0.3,1.8,0.048,25.0,113.0,0.9915,3.11,0.5,11.1,0.0,5.965191608133417
5.7,0.27,0.2,9.0,0.053,32.0,111.0,0.9947,3.36,0.4,10.4,0.0,5.77266721583197
6.9,0.76,0.2,2.4,0.243,5.5,48.0,0.9961,3.4,0.6,10.3,1.0,5.157264182540315
6.2,0.24,0.3,12.2,0.049,54.0,133.0,0.9952,3.19,0.4,10.7,0.0,5.95993155282118
8.2,0.2,0.4,8.1,0.035,60.0,163.0,0.9952,3.05,0.3,10.3,0.0,5.832160921447248
6.0,0.33,0.3,0.6,0.009,1.0,173.0,0.9938,3.19,0.7,10.0,0.0,5.244237567504958
6.4,0.24,0.2,20.2,0.083,35.0,157.0,0.9998,3.17,0.5,9.1,0.0,5.164584129296085
5.2,0.42,0.3,1.1,0.019,18.0,68.0,0.9906,3.33,0.5,8.0,0.0,5.16534158367397
6.0,0.22,0.2,11.1,0.056,112.0,177.0,0.9961,3.08,0.4,9.4,0.0,5.593364342916209
7.1,0.22,0.3,16.9,0.056,49.0,158.0,0.9998,3.37,0.4,9.6,0.0,5.440948213719251
9.3,0.5,0.4,1.8,0.084,6.0,17.0,0.997,3.27,0.8,10.8,1.0,5.959423159263875
6.3,0.21,0.3,1.5,0.051,46.0,142.0,0.9928,3.23,0.4,10.1,0.0,5.703016506506709
8.1,0.2,0.4,2.0,0.037,19.0,87.0,0.9921,3.12,0.5,11.2,0.0,5.931554638125376
7.9,0.22,0.5,3.8,0.042,26.0,105.0,0.993,3.1,0.4,10.5,0.0,5.928904994772092
6.4,0.21,0.5,11.6,0.042,45.0,153.0,0.9972,3.15,0.4,8.8,0.0,5.52125788356089
8.8,0.33,0.4,2.1,0.034,19.0,125.0,0.9917,2.96,1.0,12.7,0.0,5.888720847617932
7.3,0.26,0.3,17.9,0.049,41.5,195.0,1.0,3.06,0.4,9.1,0.0,5.653416781180572
7.6,0.18,0.3,7.1,0.041,29.0,110.0,0.9965,3.2,0.4,9.2,0.0,5.711838204092738
